,Latitude,Longitude
25671,"-30,859074","29,853843"
25672,"-27,986442","26,706612"
25673,"-28,296778","31,590236"
25674,"-30,111500","28,679000"
25675,"-32,036785","27,819944"
25676,"-30,859074","29,853843"
25677,"-31,653492","25,803656"
25678,"-30,965069","28,836926"
25679,"-30,343570","28,811606"
25680,"-29,315100","27,486900"
25681,"-29,315100","27,486900"
25682,"-29,515800","28,590200"
25683,"-31,080419","29,495220"
25684,"-32,001149","27,580451"
25685,"-31,163040","28,870557"
25686,"-30,559500","22,937500"
25687,"-31,295649","25,823382"
25688,"-29,515800","28,590200"
25689,"-29,174700","27,831100"
25690,"-31,703118","27,232904"
25691,"-32,787493","26,834396"
25692,"-28,529602","28,800361"
25693,"-29,610000","28,233600"
25694,"-26,533333","29,066667"
25695,"-31,163040","28,870557"
25696,"-29,515800","28,590200"
25697,"-32,818513","26,988124"
25698,"-29,610000","28,233600"
25699,"-30,965069","28,836926"
25700,"-28,863800","28,047900"
25701,"-29,610000","28,233600"
25702,"-29,447600","27,722700"
25703,"-28,410979","26,701068"
25704,"-31,606700","28,778100"
25705,"-28,296778","31,590236"
25706,"-29,315100","27,486900"
25707,"-31,080419","29,495220"
25708,"-33,200592","27,113846"
25709,"-29,287600","29,060500"
25710,"-32,880310","27,394544"
25711,"-27,873939","26,690719"
25712,"-31,163040","28,870557"
25713,"-28,296778","31,590236"
25714,"-30,859074","29,853843"
25715,"-28,863800","28,047900"
25716,"-28,863800","28,047900"
25717,"-28,103910","26,865930"
25718,"-30,692715","28,505744"
25719,"-27,986442","26,706612"
25720,"-31,361987","29,573285"
25721,"-30,995291","29,518219"
25722,"-32,096185","28,304888"
25723,"-33,499804","26,829402"
25724,"-31,897563","26,875329"
25725,"-29,315100","27,486900"
25726,"-29,315100","27,486900"
25727,"-31,703118","27,232904"
25728,"-20,191400","32,633400"
25729,"-30,859074","29,853843"
25730,"-28,863800","28,047900"
25731,"-30,142600","27,467400"
25732,"-31,163040","28,870557"
25733,"-32,880310","27,394544"
25734,"-28,863800","28,047900"
25735,"-27,873939","26,690719"
25736,"-30,692715","28,505744"
25737,"-28,863800","28,047900"
25738,"-31,361987","29,573285"
25739,"-24,870600","25,864000"
25740,"-30,559500","22,937500"
25741,"-29,315100","27,486900"
25742,"-29,315100","27,486900"
25743,"-30,692715","28,505744"
25744,"-32,096185","28,304888"
25745,"-31,163040","28,870557"
25746,"-31,163040","28,870557"
25747,"-29,315100","27,486900"
25748,"-30,343570","28,811606"
25749,"-29,515800","28,590200"
25750,"-32,001149","27,580451"
25751,"-30,559500","22,937500"
25752,"-28,410979","26,701068"
25753,"-32,001149","27,580451"
25754,"-32,001149","27,580451"
25755,"-27,986442","26,706612"
25756,"-30,343570","28,811606"
25757,"-30,559500","22,937500"
25758,"-29,315100","27,486900"
25759,"-27,976539","27,024227"
25760,"-31,163040","28,870557"
25761,"-31,361987","29,573285"
25762,"-31,606700","28,778100"
25763,"-29,610000","28,233600"
25764,"-27,986442","26,706612"
25765,"-31,163040","28,870557"
25766,"-29,315100","27,486900"
25767,"-32,330833","28,149808"
25768,"-29,174700","27,831100"
25769,"-29,315100","27,486900"
25770,"-30,859074","29,853843"
25771,"-29,174700","27,831100"
25772,"-29,822400","27,238800"
25773,"-26,533333","29,066667"
25774,"-28,863800","28,047900"
25775,"-30,965069","28,836926"
25776,"-30,859074","29,853843"
25777,"-30,142600","27,467400"
25778,"-29,315100","27,486900"
25779,"-30,692715","28,505744"
25780,"-31,361987","29,573285"
25781,"-32,096185","28,304888"
25782,"-24,936600","25,804900"
25783,"-31,466667","27,333333"
25784,"-32,330833","28,149808"
25785,"-30,343570","28,811606"
25786,"-30,111500","28,679000"
25787,"-24,399500","26,147800"
25788,"-30,142600","27,467400"
25789,"-30,559500","22,937500"
25790,"-29,315100","27,486900"
25791,"-31,866667","27,933333"
25792,"-32,008927","26,259346"
25793,"-33,304216","26,532760"
25794,"-33,200592","27,113846"
25795,"-30,343570","28,811606"
25796,"-27,873939","26,690719"
25797,"-23,836700","25,283800"
25798,"-29,515800","28,590200"
25799,"-31,354780","25,663952"
25800,"-28,863800","28,047900"
25801,"-31,361987","29,573285"
25802,"-27,754306","26,643825"
25803,"-32,933245","27,776556"
25804,"-29,837900","27,536400"
25805,"-24,823400","24,714300"
25806,"-29,822400","27,238800"
25807,"-24,988100","25,343000"
25808,"-32,834831","27,217424"
25809,"-29,822400","27,238800"
25810,"-31,163040","28,870557"
25811,"-33,499804","26,829402"
25812,"-27,986442","26,706612"
25813,"-29,315100","27,486900"
25814,"-30,343570","28,811606"
25815,"-31,163040","28,870557"
25816,"-32,036785","27,819944"
25817,"-31,606700","28,778100"
25818,"-33,684209","26,670361"
25819,"-31,163040","28,870557"
25820,"-28,765400","28,246800"
25821,"-28,863800","28,047900"
25822,"-33,304216","26,532760"
25823,"-33,200592","27,113846"
25824,"-29,174700","27,831100"
25825,"-28,863800","28,047900"
25826,"-29,610000","28,233600"
25827,"-29,315100","27,486900"
25828,"-29,822400","27,238800"
25829,"-31,080419","29,495220"
25830,"-29,610000","28,233600"
25831,"-32,834831","27,217424"
25832,"-28,863800","28,047900"
25833,"-28,103910","26,865930"
25834,"-30,343570","28,811606"
25835,"-30,859074","29,853843"
25836,"-31,622911","29,544772"
25837,"-32,774769","26,633756"
25838,"-32,001149","27,580451"
25839,"-26,980232","26,672717"
25840,"-30,692715","28,505744"
25841,"-23,836700","25,283800"
25842,"-31,361987","29,573285"
25843,"-33,011051","27,910049"
25844,"-29,315100","27,486900"
25845,"-30,559500","22,937500"
25846,"-32,570760","27,423961"
25847,"-23,836700","25,283800"
25848,"-26,980232","26,672717"
25849,"-31,703118","27,232904"
25850,"-32,787493","26,834396"
25851,"-29,610000","28,233600"
25852,"-28,913669","27,565555"
25853,"-28,863800","28,047900"
25854,"-27,986442","26,706612"
25855,"-32,787493","26,834396"
25856,"-29,315100","27,486900"
25857,"-31,606700","28,778100"
25858,"-29,174700","27,831100"
25859,"-26,322000","31,482000"
25860,"-27,986442","26,706612"
25861,"-29,315100","27,486900"
25862,"-30,111500","28,679000"
25863,"-29,350000","27,666700"
25864,"-28,103910","26,865930"
25865,"-29,287600","29,060500"
25866,"-31,163040","28,870557"
25867,"-24,988100","25,343000"
25868,"-29,315100","27,486900"
25869,"-29,610000","28,233600"
25870,"-31,361987","29,573285"
25871,"-29,315100","27,486900"
25872,"-31,361987","29,573285"
25873,"-31,163040","28,870557"
25874,"-32,096185","28,304888"
25875,"-31,543315","29,016396"
25876,"-27,986442","26,706612"
25877,"-28,863800","28,047900"
25878,"-30,859074","29,853843"
25879,"-28,863800","28,047900"
25880,"-27,986442","26,706612"
25881,"-24,823400","24,714300"
25882,"-31,802183","27,768924"
25883,"-32,001149","27,580451"
25884,"-33,987472","18,585457"
25885,"-29,822400","27,238800"
25886,"-30,559500","22,937500"
