,latitude,longitude
388,-26.018,29.1621
389,-25.7449,28.1878
390,-25.4138,31.1749
391,-33.9253,18.4239
392,-33.9473,18.5751
393,-30.8082,29.3664
394,-33.9253,18.4239
395,-33.3042,26.5328
396,-26.2667,27.8667
397,-29.8579,31.0292
398,-33.9253,18.4239
399,-32.1642,25.6192
400,-31.9,26.8833
401,-30.8082,29.3664
402,-26.2023,28.0436
403,-25.6962,28.7492
404,-26.2167,28.1833
405,-33.9253,18.4239
406,-33.9833,18.4
407,-26.0471,28.0812
408,-22.8797,30.1488
409,-34.4091,19.2507
410,-25.9895,28.1284
411,-29.8579,31.0292
412,-33.9211,18.4151
413,-26.1167,28.1
414,-29.8579,31.0292
415,-29.6167,30.3833
416,-29.5545,30.301
417,-34.0534,18.6237
418,-25.7449,28.1878
419,-33.8662,18.5297
420,-26.1832,27.9745
421,-26.2023,28.0436
422,-26.2023,28.0436
423,-33.9346,18.8668
424,-33.9253,18.4239
425,-33.0153,27.9116
426,-33.918,25.5701
427,-23.9045,29.4689
428,-33.934,25.5697
429,-26.2167,28.25
430,-33.9186,18.3897
431,-25.7449,28.1878
432,-33.9253,18.4239
433,-33.9253,18.4239
434,-25.7449,28.1878
435,-33.8191,18.4881
436,-33.9253,18.4239
437,-33.9253,18.4239
438,-33.9253,18.4239
439,-28.5354,24.5215
440,-33.3042,26.5328
441,-25.78,29.47
442,-29.7791,30.9933
443,-33.9667,22.45
444,-25.7449,28.1878
445,-29.9667,30.8833
446,-29.8743,30.2773
447,-25.7449,28.1878
448,-32.5708,27.424
449,-29.6167,30.3833
450,-26.1396,28.2093
451,-32.5708,27.424
452,-33.9154,18.5017
453,-33.9154,18.5017
454,-33.918,25.5701
455,-33.9253,18.4239
456,-25.8083,28.7406
457,-29.6167,30.3833
458,-26.2958,28.4001
459,-29.7754,30.9082
460,-24.5167,30.6
461,-25.7449,28.1878
462,-34.0534,18.6237
463,-33.4613,18.7186
464,-33.9253,18.4239
465,-33.804,25.58
466,-29.4066,25.0031
467,-33.0153,27.9116
468,-33.5906,26.891
469,-33.8662,18.5297
470,-32.8803,27.3945
471,-33.9626,18.5016
472,-33.9211,18.4151
473,-33.0153,27.9116
474,-32.8803,27.3945
475,-31.362,29.5733
476,-32.5708,27.424
477,-26.1821,28.0267
478,-26.2167,28.25
479,-33.9045,18.6565
480,-33.0153,27.9116
481,-25.7449,28.1878
482,-25.8822,27.6165
483,-25.9895,28.1284
484,-25.9895,28.1284
485,-26.1982,28.0219
486,-33.0276,17.9196
487,-33.9253,18.4239
488,-33.8662,18.5297
489,-26.1,28.0667
490,-26.1982,28.0219
491,-26.141,28.1525
492,-25.6242,28.0884
493,-33.0276,17.9196
494,-32.9072,17.99
495,-32.9072,17.99
496,-29.8457,30.8258
497,-25.4667,30.9667
498,-32.5708,27.424
499,-22.95,30.4833
500,-25.7449,28.1878
501,-33.7601,24.8138
502,-33.9667,22.45
503,-26.1814,28.0039
504,-33.918,25.5701
505,-26.2463,28.0566
506,-26.0941,28.0012
507,-31.0804,29.4952
508,-33.918,25.5701
509,-34.0393,18.6792
510,-33.8662,18.5297
511,-26.151999999999997,26.1597
512,-33.3042,26.5328
513,-24.5568,31.5245
514,-34.05,18.6167
515,-25.7449,28.1878
516,-34.4091,19.2507
517,-26.2023,28.0436
518,-34.0393,18.6792
519,-25.7449,28.1878
520,-26.1086,28.2377
521,-26.1167,27.75
522,-32.5708,27.424
523,-32.5708,27.424
524,-25.6347,27.7802
525,-29.8207,30.8867
526,-29.8579,31.0292
527,-25.7449,28.1878
528,-25.7449,28.1878
529,-33.9346,18.8668
530,-29.8579,31.0292
531,-31.5571,26.5542
532,-24.9652,29.2851
533,-29.1945,27.4574
534,-26.19,28.049
535,-26.7117,27.8379
536,-26.1,28.0667
537,-33.9253,18.4239
538,-26.2167,28.1833
539,-26.2167,28.1833
540,-34.1486,18.3537
541,-33.9875,18.5855
542,-31.362,29.5733
543,-25.6525,31.6824
544,-29.4066,25.0031
545,-26.1396,28.2093
546,-33.918,25.5701
547,-32.3333,28.15
548,-33.9253,18.4239
549,-33.9186,18.3897
550,-31.362,29.5733
551,-26.1772,28.2219
552,-25.4729,28.0992
553,-25.7194,27.316
554,-34.0393,18.6792
555,-26.2891,27.8962
556,-29.7043,30.9761
557,-26.2023,28.0436
558,-28.7333,24.7667
559,-33.918,25.5701
560,-26.19,28.049
561,-23.8466,29.388
562,-33.5667,18.4833
563,-26.1456,28.0359
564,-26.2167,28.1833
565,-33.918,25.5701
566,-25.78,29.47
567,-24.9878,31.2385
568,-33.9253,18.4239
569,-28.7333,24.7667
570,-33.9253,18.4239
571,-32.5708,27.424
572,-26.0342,27.9222
573,-25.75,28.2167
574,-26.2023,28.0436
575,-33.9253,18.4239
576,-26.0342,27.9222
577,-32.5858,27.3726
578,-26.2119,27.9732
579,-29.7333,30.5833
580,-29.8457,30.8258
581,-34.15,19.0167
582,-32.8803,27.3945
583,-26.3167,26.8167
584,-25.7449,28.1878
585,-33.9253,18.4239
586,-26.3167,26.8167
587,-33.804,25.58
588,-32.8803,27.3945
589,-26.2023,28.0436
590,-33.9253,18.4239
591,-33.9253,18.4239
592,-26.2891,27.8962
593,-33.8481,18.7172
594,-31.9,26.8833
595,-29.8579,31.0292
596,-26.3167,26.8167
597,-28.5354,24.5215
598,-32.8803,27.3945
599,-25.9166,28.1045
600,-31.9,26.8833
601,-26.19,28.049
602,-26.19,28.049
603,-26.4071,27.8335
604,-29.8579,31.0292
605,-29.6167,30.3833
606,-26.2891,27.8962
607,-33.9253,18.4239
608,-26.2023,28.0436
609,-33.6398,19.0112
610,-33.9253,18.4239
611,-30.6993,26.7006
612,-25.7449,28.1878
613,-26.1832,27.9745
614,-34.1831,22.1461
615,-26.1832,27.9745
616,-25.7449,28.1878
617,-33.9253,18.4239
618,-29.8579,31.0292
619,-26.1982,28.0219
620,-33.9253,18.4239
621,-29.8579,31.0292
622,-26.2325,28.2252
623,-32.9443,28.015
624,-26.1832,27.9745
625,-26.2167,28.1833
626,-33.9253,18.4239
627,-25.7449,28.1878
628,-33.9626,18.5016
629,-33.4833,19.6833
630,-33.8017,25.4628
631,-33.9833,18.5333
632,-33.9502,18.5545
633,-33.9154,18.5017
634,-33.0153,27.9116
635,-33.918,25.5701
636,-25.9895,28.1284
637,-31.1701,30.0616
638,-29.9667,30.8833
639,-33.9154,18.5017
640,-26.1625,27.8725
641,-34.0167,18.55
642,-29.8024,30.9427
643,-26.2023,28.0436
644,-33.9253,18.4239
645,-28.5354,24.5215
646,-26.0342,27.9222
647,-33.9253,18.4239
648,-32.8803,27.3945
649,-33.3042,26.5328
650,-31.9,26.8833
651,-32.9461,27.7279
652,-32.8831,27.5812
653,-32.0115,27.5805
654,-33.7653,25.4022
655,-33.918,25.5701
656,-27.6389,25.5691
657,-29.6167,30.3833
658,-26.1833,28.3167
659,-32.8472,27.4422
660,-29.8579,31.0292
661,-28.9667,30.8667
662,-32.5708,27.424
663,-28.8,32.1
664,-29.8204,30.9977
665,-25.7449,28.1878
666,-34.0167,18.55
667,-25.7449,28.1878
668,-32.8472,27.4422
669,-25.7449,28.1878
670,-33.9473,18.5751
671,-29.8607,30.9458
672,-28.7333,24.7667
673,-25.6347,27.7802
674,-29.8202,31.0174
675,-25.6688,30.2497
676,-25.4894,27.839000000000002
677,-25.4894,27.839000000000002
678,-29.9667,30.8833
679,-32.8472,27.4422
680,-26.8667,26.6667
681,-32.1667,26.8167
682,-29.8202,31.0174
683,-30.8591,29.8538
684,-25.4729,28.0992
685,-26.1936,27.9987
686,-33.0123,27.8633
687,-33.9253,18.4239
688,-33.9253,18.4239
689,-25.7464,28.2214
690,-26.55,29.1667
691,-26.3955,27.8573
692,-33.7653,25.4022
693,-28.3762,32.4118
694,-33.9253,18.4239
695,-29.9187,30.8917
696,-28.5587,29.779
697,-25.7449,28.1878
698,-25.5072,28.1075
699,-25.941,27.9282
700,-28.7333,24.7667
701,-25.6495,28.1854
702,-31.9,26.8833
703,-33.9253,18.4239
704,-29.7754,30.9082
705,-26.2023,28.0436
706,-26.2023,28.0436
707,-29.9,30.9833
708,-29.8579,31.0292
709,-29.7879,30.959
710,-33.9253,18.4239
711,-25.7449,28.1878
712,-33.9502,18.5545
713,-26.5535,28.3195
714,-33.5231,25.7116
715,-31.5889,28.7844
716,-26.1982,28.0219
717,-34.0393,18.6792
718,-30.8591,29.8538
719,-25.7449,28.1878
720,-26.2667,27.8667
721,-26.5535,28.3195
722,-29.15,31.0666
723,-25.6347,27.7802
724,-33.9154,18.5017
725,-26.1772,28.2219
726,-31.5889,28.7844
727,-33.9253,18.4239
728,-29.9864,30.9185
729,-33.0153,27.9116
730,-33.9253,18.4239
731,-29.8579,31.0292
732,-29.7511,30.962
733,-34.0158,18.6269
734,-33.0153,27.9116
735,-34.0333,24.7667
736,-26.3167,27.8333
737,-33.5667,18.4833
738,-31.5889,28.7844
739,-33.9253,18.4239
740,-29.7791,30.9933
741,-29.4493,31.2153
742,-34.0393,18.6792
743,-33.3689,19.311
744,-33.9253,18.4239
745,-29.8333,30.9333
746,-29.6505,31.0505
747,-33.8844,25.5847
748,-33.7653,25.4022
749,-33.9833,18.4
750,-26.15,28.4167
751,-25.7449,28.1878
752,-29.8743,30.2773
753,-25.4652,31.1826
754,-25.7449,28.1878
755,-25.4652,31.1826
756,-29.8579,31.0292
757,-29.8333,30.9333
758,-34.0564,18.3356
759,-34.0393,18.3468
760,-32.9461,27.7279
761,-33.8991,25.6034
762,-33.9346,18.8668
763,-34.0393,18.6792
764,-33.9361,18.4679
765,-29.8333,30.9333
766,-26.3833,27.8167
767,-29.6505,31.0505
768,-25.6347,27.7802
769,-33.9897,18.5563
770,-26.1982,28.0219
771,-26.2023,28.0436
772,-28.9667,30.8667
773,-34.1486,18.3537
774,-33.7653,25.4022
775,-34.0393,18.6792
776,-32.0115,27.5805
777,-33.918,25.5701
778,-32.9461,27.7279
779,-26.2023,28.0436
780,-33.918,25.5701
781,-33.918,25.5701
782,-32.9461,27.7279
783,-22.95,30.4833
784,-29.9841,30.7031
785,-25.7449,28.1878
786,-33.918,25.5701
787,-26.2023,28.0436
788,-30.5764,29.884
789,-33.9253,18.4239
790,-29.8579,31.0292
791,-32.7875,26.8344
792,-29.6167,30.3833
793,-25.7449,28.1878
794,-29.8579,31.0292
795,-23.2861,29.1396
796,-29.6167,30.3833
797,-33.7653,25.4022
798,-28.7333,24.7667
799,-25.9895,28.1284
800,-32.7875,26.8344
801,-33.7653,25.4022
802,-33.9361,18.4679
803,-33.9167,18.55
804,-25.7449,28.1878
805,-33.7653,25.4022
806,-29.8514,30.9444
807,-25.8589,28.1858
808,-32.9461,27.7279
809,-33.804,25.58
810,-25.7449,28.1878
811,-26.1,28.0667
812,-25.1578,27.436
813,-29.9667,30.8833
814,-30.0176,30.9171
815,-29.9012,30.9491
816,-33.0153,27.9116
817,-34.4091,19.2507
818,-29.9864,30.9185
819,-34.1831,22.1461
820,-26.1086,28.2377
821,-26.1086,28.2377
822,-34.0289,18.4955
823,-34.4311,19.2151
824,-29.6167,30.3833
825,-33.9875,18.5855
826,-33.7653,25.4022
827,-34.0289,18.4955
828,-29.6167,30.3833
829,-33.9253,18.4239
830,-34.0393,18.6792
831,-31.9,26.8833
832,-29.8579,31.0292
833,-26.2366,28.3694
834,-32.7875,26.8344
835,-33.7653,25.4022
836,-33.0153,27.9116
837,-25.8589,28.1858
838,-29.6167,30.3833
839,-33.8184,18.5422
840,-30.05,30.8833
841,-33.8184,18.5422
842,-34.4311,19.2151
843,-33.8184,18.5422
844,-25.7449,28.1878
845,-34.0393,18.6792
846,-34.4311,19.2151
847,-25.6347,27.7802
848,-28.7333,24.7667
849,-33.8184,18.5422
850,-33.9833,18.5667
851,-34.4311,19.2151
852,-26.0941,28.0012
853,-29.7511,30.962
854,-25.6667,27.25
855,-33.9833,18.5667
856,-34.4311,19.2151
857,-29.8917,30.99
858,-34.0393,18.6792
859,-29.6167,30.3833
860,-33.9211,18.4151
861,-34.4311,19.2151
862,-25.7449,28.1878
863,-29.6167,30.3833
864,-25.4089,28.287
865,-26.4071,27.8335
866,-30.15,30.0833
867,-30.1455,30.8335
868,-33.9,18.6333
869,-29.8474,31.013
870,-29.8579,31.0292
871,-29.8041,30.7302
872,-33.9253,18.4239
873,-25.7449,28.1878
874,-26.2023,28.0436
875,-29.6167,30.3833
876,-33.7653,25.4022
877,-28.7333,29.8167
878,-29.8889,30.8804
879,-29.8579,31.0292
880,-29.8579,31.0292
881,-29.8889,30.8804
882,-28.7333,29.8167
883,-29.6833,30.9333
884,-33.9502,18.5545
885,-25.7449,28.1878
886,-27.9533,27.5639
887,-29.6167,30.3833
888,-34.0393,18.3468
889,-27.9533,27.5639
890,-30.2867,30.7532
891,-33.9833,18.5667
892,-33.9045,18.4071
893,-25.6913,27.4933
894,-33.7653,25.4022
895,-34.084,18.4853
896,-23.8838,29.7056
897,-31.9,26.9667
898,-29.8607,30.9458
899,-31.4167,27.6667
900,-29.8289,30.9794
901,-29.9187,30.8917
902,-34.0167,18.55
903,-26.3167,27.8333
904,-33.9833,18.5667
905,-33.7653,25.4022
906,-34.0393,18.6792
907,-33.804,25.58
908,-25.4729,28.0992
909,-29.8204,30.9977
910,-26.0858,27.7752
911,-24.5917,27.4116
912,-33.9253,18.4239
913,-28.3754,29.3831
914,-25.7484,28.154
915,-34.0393,18.6792
916,-28.2878,32.295
917,-33.9667,22.45
918,-25.4729,28.0992
919,-29.8579,31.0292
920,-26.0858,27.7752
921,-30.2867,30.7532
922,-33.918,25.5701
923,-26.1167,28.1
924,-25.7484,28.154
925,-29.8579,31.0292
926,-31.372,27.0488
927,-33.0658,24.7758
928,-26.5599,28.0195
929,-32.9461,27.7279
930,-25.3302,31.1276
931,-33.9779,25.5836
932,-33.918,25.5701
933,-33.0153,27.9116
934,-25.7068,28.3102
935,-29.6505,31.0505
936,-26.0355,28.0655
937,-25.7068,28.3102
938,-29.8018,30.884
939,-33.0153,27.9116
940,-34.0527,23.3716
941,-31.5889,28.7844
942,-25.7068,28.3102
943,-34.0527,23.3716
944,-34.0363,23.0471
945,-29.6167,30.3833
946,-29.8204,30.9977
947,-32.8472,27.4422
948,-29.8579,31.0292
949,-33.8184,18.5422
950,-34.0363,23.0471
951,-33.0153,27.9116
952,-29.1333,26.2
953,-25.6169,27.9947
954,-32.7875,26.8344
955,-26.2023,28.0436
956,-25.4667,30.9667
957,-33.9253,18.4239
958,-31.362,29.5733
959,-33.3845,18.8995
960,-33.3505,18.8702
961,-25.713,28.3653
962,-29.8579,31.0292
963,-34.0527,23.3716
964,-33.3845,18.8995
965,-33.3505,18.8702
966,-33.8184,18.5422
967,-34.0393,18.6792
968,-33.3505,18.8702
969,-33.3845,18.8995
970,-26.1982,28.0219
971,-34.0167,18.55
972,-33.9211,18.4151
973,-34.2257,19.2031
974,-33.9346,18.8668
975,-34.0289,18.4955
976,-25.1132,29.0445
977,-29.8204,30.9977
978,-33.399,25.4425
979,-26.3167,27.8333
980,-33.918,25.5701
981,-29.9264,30.9979
982,-33.399,25.4425
983,-34.2257,19.2031
984,-26.2023,28.0436
985,-34.0314,18.4183
986,-33.399,25.4425
987,-26.6864,25.4591
988,-30.6183,27.0215
989,-33.3042,26.5328
990,-26.2023,28.0436
991,-26.2023,28.0436
992,-25.8589,28.1858
993,-31.5889,28.7844
994,-33.7338,18.9752
995,-26.226,27.6964
996,-33.918,25.5701
997,-34.0534,18.6237
998,-26.2023,28.0436
999,-25.6169,27.9947
1000,-25.863000000000003,26.8976
1001,-25.7728,28.0678
1002,-25.5072,28.1075
1003,-34.583,19.3505
1004,-34.4394,19.4562
1005,-29.9264,30.9979
1006,-33.0153,27.9116
1007,-29.9187,30.8917
1008,-34.4091,19.2507
1009,-26.1898,27.8014
1010,-29.9187,30.8917
1011,-25.7449,28.1878
1012,-25.1451,29.7637
1013,-29.9264,30.9979
1014,-34.0167,18.55
1015,-33.918,25.5701
1016,-26.1898,27.8014
1017,-29.8579,31.0292
1018,-34.0289,18.4955
1019,-34.0393,18.6792
1020,-25.863000000000003,26.8976
1021,-33.9211,18.4151
1022,-33.9406,18.5745
1023,-29.6505,31.0505
1024,-34.0289,18.4955
1025,-25.863000000000003,26.8976
1026,-28.7333,24.7667
1027,-25.3422,27.213
1028,-33.9211,18.4151
1029,-29.8706,30.9887
1030,-33.9526,18.5148
1031,-23.9045,29.4689
1032,-34.084,18.4853
1033,-31.5889,28.7844
1034,-29.9,30.9833
1035,-33.9211,18.4151
1036,-33.9633,18.4764
1037,-29.892,30.9506
1038,-33.804,25.58
1039,-33.8844,25.5847
1040,-33.8844,25.5847
1041,-34.0289,18.4955
1042,-31.5889,28.7844
1043,-33.9656,18.6444
1044,-34.4091,19.2507
1045,-25.9164,28.9172
1046,-32.5858,27.3726
1047,-34.4091,19.2507
1048,-26.9802,26.6727
1049,-25.7449,28.1878
1050,-26.2023,28.0436
1051,-32.5858,27.3726
1052,-25.8556,25.6367
1053,-26.4886,27.4939
1054,-33.9,18.6333
1055,-26.2023,28.0436
1056,-33.918,25.5701
1057,-33.9253,18.4239
1058,-34.0921,18.4667
1059,-28.8833,31.4667
1060,-29.7511,30.962
1061,-33.918,25.5701
1062,-34.084,18.4853
1063,-33.9253,18.4239
1064,-26.2023,28.0436
1065,-26.2023,28.0436
1066,-25.8556,25.6367
1067,-25.7449,28.1878
1068,-33.6871,25.8109
1069,-25.8556,25.6367
1070,-28.5587,29.779
1071,-26.8667,26.6667
1072,-25.7449,28.1878
1073,-25.9895,28.1284
1074,-25.78,29.47
1075,-31.5889,28.7844
1076,-33.918,25.5701
1077,-25.7449,28.1878
1078,-29.8579,31.0292
1079,-26.2723,27.8127
1080,-25.6667,27.25
1081,-26.2023,28.0436
1082,-34.0393,18.6792
1083,-26.2723,27.8127
